Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
140,4,18,3,17,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,theycancauseautism,,,1,3,2
140,4,18,3,18,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1996,,,E,3,2
140,4,18,3,19,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,football,,,1,5,2
140,4,18,3,20,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,50,15,2,1,3,1
140,4,18,3,21,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,,,,B,2,2
140,4,18,3,22,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,rised4,,,E,3,2
140,4,18,3,23,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,205,,,E,2,2
140,4,18,3,24,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asecondmoon,,,1,2,2
140,4,18,3,25,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,homeowners,,,1,3,2
140,4,18,3,26,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prochoice,,,1,2,2
140,4,18,3,27,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",Mittromney,,,1,4,2
140,4,18,3,28,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2Million,2,2,1,3,1
140,4,18,3,29,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Donaldtrump,,,1,2,2
140,4,18,3,30,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1998,,,E,3,2
140,4,18,3,31,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,31,,,E,2,2
140,4,18,3,32,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,medicare,,,2,2,2
140,4,18,3,33,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,none,,,1,2,2
140,4,18,3,34,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,whenawarrantisacquired,,,2,3,2
140,4,18,3,35,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",,,,B,2,2
140,4,18,3,36,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,,,2,3,2
140,4,18,3,37,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,DonaldTrump,,,1,3,2
140,4,18,3,38,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,270,19,2,1,3,1
140,4,18,3,39,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,all,,,1,3,2
140,4,18,3,40,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,2,2
140,4,18,3,41,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Immigrantseperation,,,1,2,2
140,4,18,3,42,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",less,,,2,2,2
140,4,18,3,43,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2000,,,E,2,2
140,4,18,3,44,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",27,,,E,2,2
140,4,18,3,45,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,,,,B,2,2
140,4,18,3,46,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,,,,B,2,2
140,4,18,3,47,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,20,,,E,2,2
140,4,18,3,48,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,thesenatornotdoinganythingaboutit,,,2,2,2
140,4,18,3,49,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,5,,,E,5,2
140,4,18,3,50,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,theysued,,,2,3,2
140,4,18,3,51,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oil,,,2,2,2
140,4,18,3,52,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,5,,B,E,2,2
140,4,18,3,53,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,,,2,3,2
140,4,18,3,54,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,4,,,E,3,2
140,4,18,3,55,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,otrunning,,,2,2,2
140,4,18,3,56,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",ntosure,,,E,2,2
140,4,18,3,57,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,bowlingballisdroppedonthem,,,1,2,2
140,4,18,3,58,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,nolongersupportthesuppliesfinancially,,,1,2,2
140,4,18,3,59,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,1,,,E,2,2
140,4,18,3,60,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",christgunowners,,,1,2,2
141,1,18,3,1,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympians,,,2,6,2
141,1,18,3,2,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,15percent,,,2,6,2
141,1,18,3,3,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,19th,3rd,1,E,6,1
141,1,18,3,4,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,13,15,E,E,2,1
141,1,18,3,5,Repeated,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,,,2,5,2
141,1,18,3,6,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,carbon,,,E,2,2
141,1,18,3,7,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,MattRomney,1,2,6,1
141,1,18,3,8,Control,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,19,,,E,4,2
141,1,18,3,9,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,24,,,1,4,2
141,1,18,3,10,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,,,2,6,2
141,1,18,3,11,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Helpful,,,A,1,2
141,1,18,3,12,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",10,,,E,4,2
141,1,18,3,13,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Allages,Teenagers,E,2,6,1
141,1,18,3,14,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,,2,5,2
141,1,18,3,15,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,Lessthanhalf,,,2,6,2
141,1,18,3,16,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,,2,6,2
141,1,18,3,17,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",DonaldTrump,,,E,1,2
141,1,18,3,18,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,1928,1,2,6,1
141,1,18,3,19,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,BillClinton,,,2,3,2
141,1,18,3,20,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Diseases,,,E,4,2
141,1,18,3,21,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,prochoice,1,2,6,1
141,1,18,3,22,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,5percent,38percent,E,E,4,1
141,1,18,3,23,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,28percent,,,E,1,2
141,1,18,3,24,Repeated,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Thecold,,,E,1,2
141,1,18,3,25,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,236,,,E,3,2
141,1,18,3,26,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60percent,38percent,1,2,6,1
141,1,18,3,27,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2003,,,E,4,2
141,1,18,3,28,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15percent,,,2,1,2
141,1,18,3,29,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,involvingpedestrians,,,2,5,2
141,1,18,3,30,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Medicare,,,2,6,2
141,1,18,3,31,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewouldnotrunagain,,,2,6,2
141,1,18,3,32,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,crossingtheborder,,,E,5,2
141,1,18,3,33,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,,2,6,2
141,1,18,3,34,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,2000,E,2,5,1
141,1,18,3,35,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,16,none,1,E,3,1
141,1,18,3,36,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinescaueautism,,,1,5,2
141,1,18,3,37,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",alot,USproducesmorethanitconsumes,1,2,4,1
141,1,18,3,38,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Sue,,,E,4,2
141,1,18,3,39,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Since1986,2007,E,2,4,1
141,1,18,3,40,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Withawarrant,,,2,5,2
141,1,18,3,41,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,24percent,,,E,1,2
141,1,18,3,42,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Didntwantit,Didwantit,2,2,2,1
141,1,18,3,43,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,263,,,E,3,2
141,1,18,3,44,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,237,19,2,E,3,1
141,1,18,3,45,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,2,,,E,2,2
141,1,18,3,46,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,None,ExpectedpregnanciesandNCR,E,2,6,1
141,1,18,3,47,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Asteroids,,,2,5,2
141,1,18,3,48,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,HurricanceHarvey,,,E,6,2
141,1,18,3,49,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,15million,3million,E,E,5,1
141,1,18,3,50,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,marijuana,1,2,6,1
141,1,18,3,51,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccines,drinkinalotofwater,1,2,6,1
141,1,18,3,52,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,whiplash,tobustwindowsifneeded,1,2,6,1
141,1,18,3,53,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,negatory,,,2,5,2
141,1,18,3,54,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,diseases,,,E,3,2
141,1,18,3,55,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2dollars,,,2,5,2
141,1,18,3,56,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,38percent,,,E,5,2
141,1,18,3,57,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,cheese,,,E,1,2
141,1,18,3,58,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,homeowners,,,1,6,2
141,1,18,3,59,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",alot,,,1,6,2
141,1,18,3,60,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,2008,,,E,4,2
142,2,19,3,1,Repeated,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,35,E,2,2,1
142,2,19,3,2,Repeated,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,270,,,1,1,2
142,2,19,3,3,Repeated,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,withhittingadummy,,,2,6,2
142,2,19,3,4,Changed_NR,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,,,,B,3,2
142,2,19,3,5,Control,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,0,B,2,6,1
142,2,19,3,6,Control,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,,2,6,2
142,2,19,3,7,Changed_R,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alchol,alchol,2,2,6,1
142,2,19,3,8,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",killthem,stopfundingthem,2,E,1,1
142,2,19,3,9,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,20,238,E,E,3,1
142,2,19,3,10,Changed_R,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,thattheycauseautism,theydonotcauseautism,2,1,1,1
142,2,19,3,11,Control,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,,,,B,3,2
142,2,19,3,12,Changed_NR,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,dropped40,dropped15,E,E,1,1
142,2,19,3,13,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,,2,4,2
142,2,19,3,14,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,overhalf,underhalf,2,1,4,1
142,2,19,3,15,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,2017,1980,2,1,1,1
142,2,19,3,16,Changed_NR,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,NFLplayers,olympians,2,1,1,1
142,2,19,3,17,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,,,,B,1,2
142,2,19,3,18,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",berniesanders,,,2,1,2
142,2,19,3,19,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,,,,B,3,2
142,2,19,3,20,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,topreventwhiplash,,,2,3,2
142,2,19,3,21,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,trump,hillary,2,1,1,1
142,2,19,3,22,Control,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",,,,B,3,2
142,2,19,3,23,Changed_NR,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,older,allages,2,1,1,1
142,2,19,3,24,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,,2,4,2
142,2,19,3,25,Repeated,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,,,,B,3,2
142,2,19,3,26,Control,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,,,,B,2,2
142,2,19,3,27,Repeated,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,,B,1,2
142,2,19,3,28,Changed_NR,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,notsince2010,everyyear,2,1,2,1
142,2,19,3,29,Changed_NR,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,,,,B,1,2
142,2,19,3,30,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2017,2004,2,1,1,1
142,2,19,3,31,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,whenhewasseparatedfromhisparents,duringaprotest,2,1,4,1
142,2,19,3,32,Changed_R,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,,,,B,2,2
142,2,19,3,33,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,12million,onemillion,2,1,1,1
142,2,19,3,34,Changed_R,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,flooding,0,B,1,2,1
142,2,19,3,35,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,athird,5,E,1,3,1
142,2,19,3,36,Repeated,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,clinton,,,2,2,2
142,2,19,3,37,Control,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,citiesthatoverusewater,,,2,5,2
142,2,19,3,38,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",30,,,E,3,2
142,2,19,3,39,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,,,,B,3,2
142,2,19,3,40,Repeated,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withawarrant,,,2,5,2
142,2,19,3,41,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,36,8,2,1,4,1
142,2,19,3,42,Repeated,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",,,,B,2,2
142,2,19,3,43,Changed_NR,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,thathewouldrun,hewouldnotrun,2,1,1,1
142,2,19,3,44,Control,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,,,2,1,2
142,2,19,3,45,Changed_R,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,3million,15million,E,E,1,1
142,2,19,3,46,Repeated,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",christiangunsellers,,,2,4,2
142,2,19,3,47,Changed_NR,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,40,,,1,3,2
142,2,19,3,48,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,,,,B,3,2
142,2,19,3,49,Control,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,theshot,,,2,6,2
142,2,19,3,50,Changed_R,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",,,,B,5,2
142,2,19,3,51,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,therewasproffofit,hereisnoproof,2,1,1,1
142,2,19,3,52,Control,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,,,B,3,2
142,2,19,3,53,Changed_R,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,theylikedit,theydontliketheidea,2,1,1,1
142,2,19,3,54,Repeated,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,,B,3,2
142,2,19,3,55,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,solar,oil,2,1,1,1
142,2,19,3,56,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",themost,theleast,2,1,1,1
142,2,19,3,57,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obama,,,2,5,2
142,2,19,3,58,Changed_NR,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,clinton,,,2,5,2
142,2,19,3,59,Repeated,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,,,,B,3,2
142,2,19,3,60,Repeated,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,,2,3,2
143,3,18,3,1,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cites,,,2,4,2
143,3,18,3,2,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,therewasnovoterfraud,thattheewasvoterfraud,1,2,2,1
143,3,18,3,3,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",fewer,,,2,3,2
143,3,18,3,4,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,twodollars,twomilliodollars,1,2,5,1
143,3,18,3,5,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,whiplash,,,2,5,2
143,3,18,3,6,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,cofeeisrankedfifteenth,,B,2,4,2
143,3,18,3,7,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,,2,4,2
143,3,18,3,8,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,presidentClinton,presidentObama,1,2,4,1
143,3,18,3,9,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,about13percent,,,E,4,2
143,3,18,3,10,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,None,,,2,5,2
143,3,18,3,11,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,thespecificproductswerentstated,,,E,5,2
143,3,18,3,12,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,theyhaverecievedpayraiseseveryyear,thattheyhadnotrecievedaraisesince1983,2,2,6,1
143,3,18,3,13,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,greatrecession,baleadership,1,2,4,1
143,3,18,3,14,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",withdrawfundsfromsanctuaycities,,,2,6,2
143,3,18,3,15,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,about15percent,thatmorethan5percentdidnothavecollegedegrees,E,2,6,1
143,3,18,3,16,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,about001percent,,,2,6,2
143,3,18,3,17,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,theoilindustry,,,2,5,2
143,3,18,3,18,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,thatvaccinesdonotcauseautism,,,2,5,2
143,3,18,3,19,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,intheyear2004,intheyear2017,1,2,5,1
143,3,18,3,20,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",manufacturesofgus,peoplethatownedgunswereconsideredtobeuntrustworthy,,2,5,1
143,3,18,3,21,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,bysimulatingrunningoverpedestrians,bydroppingabowlingballonthem,1,2,2,1
143,3,18,3,22,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,presdentbama,,,2,6,2
143,3,18,3,23,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,undpresidentTrump,,,1,5,2
143,3,18,3,24,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",about60percentofwomen,,,2,5,2
143,3,18,3,25,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthanhafofAmericans,morethanhaffAmericans,1,2,5,1
143,3,18,3,26,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",theUSconsumsmoreenergythanitproduces,,,2,6,2
143,3,18,3,27,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coalenergy,wdenergy,1,2,6,1
143,3,18,3,28,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,about13percentoffirearms,,,2,4,2
