Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
153,1,23,10,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,10million,0,E,2,4,1
153,1,23,11,Control,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,17,,B,E,4,0
153,1,23,12,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,officialsignoringanoutbreak,flooding,1,2,6,1
153,1,23,13,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,2nd,B,2,6,1
153,1,23,14,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,Romney,E,2,6,1
153,1,23,15,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1982,2000,E,E,3,1
153,1,23,16,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,homeowners,1,2,6,1
153,1,23,17,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,,,B,B,1,0
153,1,23,18,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,B,2,6,0
153,1,23,19,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",lowestamountsinceWWII,Higherthanothers,1,2,6,1
153,1,23,20,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,14,,B,E,3,0
153,1,23,21,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Itprovidessupplies,Itdoesnotprovidesupplies,1,2,6,1
153,1,23,22,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,17,,B,E,6,0
153,1,23,23,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Noevidenceofvoterfraudwasfound,evidencewasfound,1,2,6,1
153,1,23,24,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,clinton,,1,2,6,0
153,1,23,25,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Allpeople,,1,2,6,0
153,1,23,26,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Itincreasedby15,,B,2,6,0
153,1,23,27,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,2,2,6,0
153,1,23,28,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,E,2,6,0
153,1,23,29,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,herecession,,B,2,6,0
153,1,23,30,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",TheUSisenergydependent,TheUSisenergyindependent,1,2,6,1
153,1,23,31,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1984,2017,B,E,5,1
153,1,23,32,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Withawarrant,,B,2,6,0
153,1,23,33,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccine,Hydration,1,2,6,1
153,1,23,34,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,inprotest,Afterhewasseparatedfromhisfamily,1,2,6,1
153,1,23,35,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,,0,B,B,1,1
153,1,23,36,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,Over1mil,,B,2,6,0
153,1,23,37,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Coal,,1,2,6,0
153,1,23,38,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,25,1,2,4,1
153,1,23,39,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Ameteor,,B,2,6,0
153,1,23,40,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,3,3rdlargestexport,1,1,3,1
153,1,23,41,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Simulatinghittingapedestrian,,B,2,6,0
153,1,23,42,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,Decreasedby60,Increasedby60,2,2,3,1
153,1,23,43,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,None,B,2,6,1
153,1,23,44,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,Hillary,,B,2,6,0
153,1,23,45,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,Decreasedby20,Increasedby20,E,E,3,1
153,1,23,46,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Alwaysbeenprolife,Prochoiceuntilrecently,1,2,6,1
153,1,23,47,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthanhalf,,B,2,6,0
153,1,23,48,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Gunmanufacturers,,1,2,6,0
153,1,23,49,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Olypians,,B,2,6,0
153,1,23,50,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,Lessthan38,E,2,6,1
153,1,23,51,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Carbon,Solar,1,E,5,1
153,1,23,52,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,NeitherplannedParenhoonortheNRA,GivesdiscountstoplannedParenthoodbutnottheNRA,1,2,6,1
153,1,23,53,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,5billion,3billion,1,E,6,1
153,1,23,54,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",,30,B,B,1,1
153,1,23,55,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,Weed,B,2,6,1
153,1,23,56,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Autoimmunedisorder,0,B,2,6,1
153,1,23,57,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,B,2,5,0
153,1,23,58,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,,,B,B,1,0
153,1,23,59,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Every2years,,B,E,2,0
153,1,23,60,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Arrestleaders,,B,1,3,0
154,2,22,1,Control,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,NeithertheNRAorPlannedParenthood,,B,2,6,0
154,2,22,2,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1982,,B,E,6,0
154,2,22,3,Repeated,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,24stateshavelawsthatprohibitstatewiegunregistry,B,2,6,1
154,2,22,4,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,,1,2,6,0
154,2,22,5,Changed_NR,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Olympian,NFLathletes,B,2,6,1
154,2,22,6,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,B,2,6,0
154,2,22,7,Repeated,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,2million,,E,E,2,0
154,2,22,8,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,,1,2,2,0
154,2,22,9,Control,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",USconsumesmoreenergythanitproduces,USproducesmoreenergythaniconsumes,1,2,6,1
154,2,22,10,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,40ofexportrevenue,B,2,6,1
154,2,22,11,Repeated,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Alldairyproductsinsurpus,,B,2,6,0
154,2,22,12,Repeated,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",GunmanufacturersthatclaimtheyareChristian,,B,2,6,0
154,2,22,13,Control,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,,B,2,6,0
154,2,22,14,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Medicare,Medicaid,1,2,6,1
154,2,22,15,Changed_NR,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,Poorleadership,,B,1,6,0
154,2,22,16,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,DonaldTrump,B,2,6,1
154,2,22,17,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Topreventbacklash,,B,2,6,0
154,2,22,18,Changed_R,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,Marijuana,B,2,6,1
154,2,22,19,Repeated,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,,1,2,6,0
154,2,22,20,Changed_R,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,1billiondollars,3billiondollars,1,E,6,1
154,2,22,21,Changed_NR,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,decreasedby40,increasedby60,E,1,3,1
154,2,22,22,Control,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccine,,1,2,6,0
154,2,22,23,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oilindustry,solarindustry,1,2,6,1
154,2,22,24,Repeated,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,PresBillClinton,,B,2,6,0
154,2,22,25,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Leastamountoflegistlation,Themostamountoflegislation,1,2,6,1
154,2,22,26,Repeated,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Byhittingpedestrians,,B,2,6,0
154,2,22,27,Changed_R,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Thysuedtostopthebuildingoftheborderwall,Votedtopassbuildingaborderwall,1,2,6,1
154,2,22,28,Changed_R,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",1years,30years,1,E,6,1
154,2,22,29,Repeated,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2,B,2,6,1
154,2,22,30,Changed_R,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Vaccinesdonotcauseautism,Vaccinescauseautism,B,2,6,1
154,2,22,31,Changed_NR,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Thereismoresnowmeltingthantheincreaseinsnwaccumulating,,B,2,6,0
154,2,22,32,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",NA,,B,B,1,0
154,2,22,33,Control,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Increasedaccesssupplieswithfavoritisminonerepublinschooldistrict,,B,2,6,0
154,2,22,34,Control,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Thosewhoviolateoveruse,,B,A,6,0
154,2,22,35,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329resolutions,79,E,2,6,1
154,2,22,36,Repeated,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asteroid,,1,2,6,0
154,2,22,37,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",removefundingforthosesanctuarycities,lokuptheleadershipfromthesanctuarycities,1,2,6,1
154,2,22,38,Changed_R,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,decreasedby49,increasedby70,E,E,6,1
154,2,22,39,Repeated,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,3times,,B,E,2,0
154,2,22,40,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Therewasnoindicationofvoterfraud,Therewashighamounsofvoterfraud,1,2,6,1
154,2,22,41,Changed_NR,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Thathewillnotrunforelectionin2020,Thathewillrunforelectionin2020,1,2,6,1
154,2,22,42,Changed_NR,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Theyhavereceivedaraiseeveryyearsince1983,Theyhavereceivedaraisefothepast10years,E,2,6,1
154,2,22,43,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,Mosttradedcommodities,,B,E,6,0
154,2,22,44,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,NA,,B,B,1,0
154,2,22,45,Control,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,8,,B,E,2,0
154,2,22,46,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,0,E,2,6,1
154,2,22,47,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Todemonstrateaprotest,Attheimmigrantfacilityewaslockdupinthecage,1,2,6,1
154,2,22,48,Changed_R,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Thelackofactiontakenbytheleadersthere,Floodingcausedthediseaeof12veterans,1,2,6,1
154,2,22,49,Control,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,NA,,B,B,1,0
154,2,22,50,Changed_NR,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,rose15,rose25,1,2,6,1
154,2,22,51,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,BarackObama,,B,2,6,0
154,2,22,52,Repeated,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Bytheofficerobtainingawarrant,,B,2,6,0
154,2,22,53,Changed_NR,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,DonaldTrump,,B,1,6,0
154,2,22,54,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Solarenergy,,B,E,3,0
154,2,22,55,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,Lessthanhalf,,B,2,4,0
154,2,22,56,Control,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,16,B,2,6,1
154,2,22,57,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,12,2,E,E,5,1
154,2,22,58,Changed_NR,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Elderly,,B,1,6,0
154,2,22,59,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,4million,2million,2,E,6,1
154,2,22,60,Repeated,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,autoimmunedisease,,B,2,6,0
155,3,19,1,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329,na,1,2,3,1
155,3,19,2,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,B,2,6,0
155,3,19,3,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,na,,B,B,2,0
155,3,19,4,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asteriod,,1,2,4,0
155,3,19,5,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",less,,B,2,5,0
155,3,19,6,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,1,2,5,0
155,3,19,7,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,36,8,B,1,6,1
155,3,19,8,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,autoimmunedisease,,1,2,6,0
155,3,19,9,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15t,,B,2,6,0
155,3,19,10,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,na,,B,B,1,0
155,3,19,11,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,DonaldTrump,HillaryClinton,2,1,6,1
155,3,19,12,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,23,,B,E,3,0
155,3,19,13,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,40,25,B,1,6,1
155,3,19,14,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,,B,2,3,0
155,3,19,15,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2000000,,B,1,6,0
155,3,19,16,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,up25,up15,2,1,2,1
155,3,19,17,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",more,,1,2,3,0
155,3,19,18,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Obama,Clinton,B,1,5,1
155,3,19,19,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,NFL,USOlympians,B,1,4,1
155,3,19,20,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,50,B,2,5,1
155,3,19,21,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",49,42,E,E,1,1
155,3,19,22,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,warrant,anypoint,1,2,6,1
155,3,19,23,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,,B,2,6,0
155,3,19,24,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,33,,B,E,1,0
155,3,19,25,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Christianswithguns,,B,1,5,0
155,3,19,26,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Governornotactingonanoutburst,,B,2,5,0
155,3,19,27,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,20,42,B,E,5,1
155,3,19,28,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,olderpeople,1,2,6,1
155,3,19,29,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1million,12miilion,1,2,6,1
155,3,19,30,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,PaentPlanningandCDA,,B,E,5,0
155,3,19,31,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,,1,2,6,0
155,3,19,32,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Hitiingpeople,Droppingabowlingball,1,2,4,1
155,3,19,33,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,Trump,B,2,4,1
155,3,19,34,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Military,,B,1,1,0
155,3,19,35,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",na,,B,B,1,0
155,3,19,36,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,nowall,,B,2,3,0
155,3,19,37,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Vaccinedidnotcauseautism,,B,2,2,0
155,3,19,38,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,nothingwasfound,,B,2,4,0
155,3,19,39,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,,1,2,5,0
155,3,19,40,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccines,,E,2,6,0
155,3,19,41,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,snowmeltingalotfaster,moresnowfallduetoglobalwarming,E,2,4,1
155,3,19,42,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,3million,,B,E,1,0
155,3,19,43,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,1half,,B,E,3,0
155,3,19,44,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,itlimitsthesupplies,that1schoolisfavored,E,E,4,1
155,3,19,45,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,25,,B,E,1,0
155,3,19,46,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,2017,,B,1,2,0
155,3,19,47,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,32million,,B,1,2,0
155,3,19,48,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Wind,Wind,1,1,1,1
155,3,19,49,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,2007,E,2,6,1
155,3,19,50,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,prventwhiplash,,B,2,6,0
155,3,19,51,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,alldairy,,B,1,2,0
155,3,19,52,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,3,0
155,3,19,53,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,30,,B,E,4,0
155,3,19,54,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,B,2,4,0
155,3,19,55,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,,E,2,4,0
155,3,19,56,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewillnotrun,hewillru,1,2,5,1
155,3,19,57,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,,1,2,4,0
155,3,19,58,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,steady,,B,E,4,0
155,3,19,59,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,Clinton,,B,E,2,0
155,3,19,60,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alchol,,1,2,5,0
156,4,18,1,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,78,,B,E,3,0
156,4,18,2,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,16,,B,E,1,0
156,4,18,3,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,1996,,B,1,6,0
156,4,18,4,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,decreased,,B,E,1,0
156,4,18,5,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,malaria,,2,1,6,0
156,4,18,6,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",78,0,B,E,3,1
156,4,18,7,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,10000,,B,E,5,0
156,4,18,8,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,10,,2,1,4,0
156,4,18,9,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,34,0,B,E,1,1
156,4,18,10,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asecondmoon,,B,1,3,0
156,4,18,11,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,100000,0,B,E,1,1
156,4,18,12,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,18,0,B,E,4,1
156,4,18,13,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,flushot,,B,2,4,0
156,4,18,14,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,2,,B,E,4,0
156,4,18,15,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,17,,B,E,3,0
156,4,18,16,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",35,0,B,E,2,1
156,4,18,17,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,2006,,B,E,3,0
156,4,18,18,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",donaldtrump,,B,E,3,0
156,4,18,19,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2017,0,B,E,2,1
